restaurant_id,restaurant_name,city,cuisine,total_reviews,new_acct_component,spike_component,velocity_component,diversity_component,fraud_risk_score
TknwCR_kdD90D8Bx1WcLnA,Sung's House,Cleveland,Korean,59,0.0,84.0,2.4,0.0,25.7
UQMQDq8yuxnyQyBIoKhzoQ,Indian Flame Restaurant,Cleveland,Indian,117,0.0,84.0,2.6,0.0,25.7
uqPHO-o4stxGXLdxP3WNig,Dakshin Indian Bistro,Cleveland,Indian,10,0.0,84.0,2.4,0.0,25.7
uYl_QBtb7bXhu9sgb4kCrg,ABC the Tavern,Cleveland,Other,59,0.0,84.0,2.4,0.0,25.7
W07TY9cx2ZpDQyAn0ynMQg,La Dolce Vita,Cleveland,Italian,160,0.0,84.0,2.3,0.0,25.7
w1rHHt72BON3K_C4caDDXw,Pupuseria Katarina,Cleveland,Other,44,0.0,84.0,2.3,0.0,25.7
0youcKV6-eE3F2MQj1l6Fw,100th Bomb Group,Cleveland,Sandwiches,110,0.0,84.0,1.8,0.0,25.6
7W_PUqiBmoe2PVFGQ1ZBOg,Bruno's Ristorante,Cleveland,Italian,105,0.0,84.0,2.0,0.0,25.6
9_0FtoabuC42T7AWDk5_sA,Algebra Tea House,Cleveland,Other,122,0.0,84.0,1.9,0.0,25.6
91diBNaSiwHr6tUXXJee-Q,Anthonys of Little Italy,Cleveland,Italian,65,0.0,84.0,2.0,0.0,25.6
aiU0FRtHTIHBWMYapw79LA,The Reddstone,Cleveland,Other,91,0.0,84.0,2.1,0.0,25.6
CDqPVVvQtVncNQGydnZy7A,Beachland Ballroom and Tavern,Cleveland,Other,121,0.0,84.0,1.7,0.0,25.6
cX2Nr_XmGYlMaBW35M0sUg,Mabel's BBQ,Cleveland,Barbeque,436,0.0,47.3,57.0,0.0,25.6
FutUAQPBfCeTmqytfDW1pA,Chipotle Mexican Grill,Cleveland,Fast Food,49,0.0,84.0,1.8,0.0,25.6
kmGXnOfkBldRQ_ECXytFUQ,Bodega Restaurant & Lounge,Cleveland Heights,Other,100,0.0,84.0,1.8,0.0,25.6
knJh7agyWMdPyndI9dURjw,Z�calo Tequiler�a,Cleveland,Mexican,381,0.0,80.9,6.8,0.0,25.6
KXqOT3vyx8Ao7com4yST-g,Chapati Indian Grill,Cleveland,Indian,25,0.0,84.0,1.8,0.0,25.6
nv1XdkWviHXO7N6mK8O1yg,Don's Lighthouse,Cleveland,Seafood,109,0.0,84.0,1.8,0.0,25.6
ObelBwE40B5oYm2aA8yTjw,The Harp,Cleveland,Other,125,0.0,84.0,1.9,0.0,25.6
qSVCYsz1sv1b3W4z4WDTsQ,Cropicana,Cleveland,Other,20,0.0,84.0,1.7,0.0,25.6
r3lT2Qd80FXBoJKaVGY1Vw,Al's Deli,Cleveland,Middle Eastern,32,0.0,84.0,2.1,0.0,25.6
SYOzI_Ooe-rXI3ZqCybwSQ,The Diner On Clifton,Cleveland,Diners,144,0.0,84.0,2.1,0.0,25.6
t7b_86s_Q__P35H9NXedhw,Gyro World,Cleveland,Greek,35,0.0,84.0,1.8,0.0,25.6
tNJgmbODR-N0qdPGy4Vsrw,El Jalape�os,Cleveland,Mexican,104,0.0,84.0,1.8,0.0,25.6
wnyMhlR5KCWkTCzQ1_gOUQ,Mi Pueblo Taqueria,Cleveland,Mexican,94,0.0,84.0,1.7,0.0,25.6
1KRnx1P4gYlkpmezGTERaA,Touch Supper Club,Cleveland,Pizza,99,0.0,84.0,1.6,0.0,25.5
2alo9GzeOsbg4jeKYFQmxQ,Santo's Pizza & Pasta,Cleveland,Pizza,57,0.0,84.0,1.3,0.0,25.5
54ne9NBqgiWQAx0-RrOaFQ,Sterle's Country House,Cleveland,Other,86,0.0,84.0,1.6,0.0,25.5
9mI2BHTu0at_JA3RA_AEeg,The Treehouse,Cleveland,Other,103,0.0,84.0,1.4,0.0,25.5
9p-oDNOVSG38rRN-15MviQ,Korea House,Cleveland,Korean,75,0.0,84.0,1.2,0.0,25.5
aaWhSHpsE285eaSTzDxAMA,Bistro 185,Cleveland,French,70,0.0,84.0,1.3,0.0,25.5
BLfCMa2yWNo70D3wwAxwow,Grovewood Tavern and Wine Bar,Cleveland,Other,85,0.0,84.0,1.3,0.0,25.5
BR92F6HmOHq-uKtMgyr7rw,Der Braumeister,Cleveland,Delis,80,0.0,84.0,1.3,0.0,25.5
ccoflrCjKB_D06Cc3vC6Ng,Winking Lizard Tavern,Cleveland Heights,Other,106,0.0,84.0,1.6,0.0,25.5
Clg5A2zdiFE-4BDEbfDkew,Kelley's Pub,Cleveland,Other,9,0.0,84.0,1.3,0.0,25.5
dAkg4Tucp7b5AIPwkqjAGg,Abc the Tavern,Cleveland,Other,100,0.0,84.0,1.5,0.0,25.5
DjF7FY3KU1MFE6l9W2A3cA,Souper Market,Cleveland,Vegetarian,74,0.0,84.0,1.2,0.0,25.5
DuMWyxL4DMcy5A8MXD_67w,Parkview Nite Club,Cleveland,Other,88,0.0,84.0,1.3,0.0,25.5
E50mr3xobsahb77IBRwVTQ,Clifton Martini & Wine Bar,Cleveland,Other,69,0.0,84.0,1.5,0.0,25.5
E9OP8TODswMcmTEGXE1C_g,Guys Pizza Co,Cleveland,Pizza,71,0.0,84.0,1.6,0.0,25.5
FjWkdzVMhv5S-Lm1Qu1AEw,Mint Cafe,Cleveland Heights,Thai,56,0.0,84.0,1.6,0.0,25.5
i40pCeg6QG5CsAvP0Vp0Xg,Bistro On Lincoln Park,Cleveland,Other,18,0.0,84.0,1.2,0.0,25.5
iIe6PLxsZDVyrKf4ziKxyw,Ontario Street Cafe,Cleveland,Sandwiches,75,0.0,84.0,1.6,0.0,25.5
jA3xcba82t8x06H8NzG4VQ,The Black Pig,Cleveland,French,97,0.0,80.9,6.3,0.0,25.5
Jbl6p9CVkfCB8fWYFd2-Qw,Club Isabella,Cleveland,Diners,60,0.0,84.0,1.6,0.0,25.5
jhCcZgDhPh5oiPgOXYTkrg,Best Gyros,Cleveland,Mediterranean,56,0.0,84.0,1.5,0.0,25.5
kyphxFtMIC6w7ktg-fwxWA,Panera Bread,Cleveland,Sandwiches,39,0.0,84.0,1.3,0.0,25.5
lTFauUhnfk4pPhOMGDiEgg,Barroco express,Cleveland,Other,25,0.0,84.0,1.7,0.0,25.5
N5nB7bt89WYvobTGIP1vPA,Empress Taytu Ethiopian Restaurant,Cleveland,Vegetarian,87,0.0,84.0,1.4,0.0,25.5
nqiTujxNtEpA8dPATEQRrg,Table 45,Cleveland,Other,105,0.0,84.0,1.7,0.0,25.5
oSS4sjOEjsubAKdTuAErfw,The Mad Greek,Cleveland Heights,Greek,87,0.0,84.0,1.4,0.0,25.5
OzRGWW5R05kC0pQyUHX3lg,Guarino's Restaurant,Cleveland,Italian,91,0.0,84.0,1.5,0.0,25.5
QynoTZ8UifuQWBnapWX-jg,R's Kitchen,Cleveland Heights,Burgers,9,0.0,84.0,1.5,0.0,25.5
rDegp5eG69OVtXo2380p4Q,Cafe Miami,Cleveland,Diners,60,0.0,84.0,1.2,0.0,25.5
S9OtMCsgr-xzjXrhpqbJQA,Spirits,Cleveland,Other,14,0.0,84.0,1.5,0.0,25.5
Uzkiz-IKgLZXdhHucfYZww,Rockefeller's,Cleveland Heights,Other,36,0.0,84.0,1.6,0.0,25.5
VQGetWNN1f0dMWQ6ehDAVg,Morton's The Steakhouse,Cleveland,Steakhouses,63,0.0,84.0,1.4,0.0,25.5
WvunDFSs2hJrPHVFqB6Y1w,Brothers Pizza,Cleveland,Mexican,47,0.0,84.0,1.5,0.0,25.5
wzj2cMpiDJW0HB3iCvCOYA,The Jolly Scholar,Cleveland,Other,73,0.0,84.0,1.6,0.0,25.5
XBRCMc3rcvcRXrB3p-o9yA,Balaton Restaurant,Cleveland,Other,89,0.0,84.0,1.4,0.0,25.5
YI-79PxZcX6X009ynWRLoQ,Mirch Masala,Cleveland,Indian,28,0.0,84.0,1.3,0.0,25.5
YyyqcbVyoBo4wPsgowUtUQ,SASA,Cleveland,Japanese,84,0.0,84.0,1.4,0.0,25.5
_9ivE0h8DdfEWqdSL8JU6g,Muldoon's Saloon & Eatery,Cleveland,Other,47,0.0,84.0,0.9,0.0,25.4
_wpUUDnJwrn7eSYAjnv7WA,Brothers Lounge,Cleveland,Other,56,0.0,84.0,1.0,0.0,25.4
09KSeRIpzGeAqsJCXZ4d4g,Phoenix Coffee,Cleveland,Other,19,0.0,84.0,0.9,0.0,25.4
0FXAHiDs1Fkr3V_kK8b1SA,Cleats Club Seat Grille Old Brooklyn,Cleveland,Other,36,0.0,84.0,0.8,0.0,25.4
0G-WFdOu3_KW3mBZJQq5Cg,Phuel Cafe,Cleveland,Fast Food,93,0.0,81.4,5.0,0.0,25.4
2r9U0--QqAK0JjL8vxB7mA,West Park Station,Cleveland,Italian,53,0.0,84.0,1.1,0.0,25.4
4gO38_nlrPCHqEcs_6-AAg,Roseangel,Cleveland,Mexican,26,0.0,84.0,1.1,0.0,25.4
4sYUOH1R2r4mCCJSjJ66ow,Academy Tavern,Cleveland,Other,57,0.0,84.0,0.8,0.0,25.4
51kUjAGZLtDl1K3XV_UXxQ,Tropical Smoothie Cafe,Cleveland,Other,25,0.0,84.0,0.7,0.0,25.4
7-K3HAcYkS92V0tdgmM2_A,Cedarland Express,Cleveland,Middle Eastern,19,0.0,84.0,1.1,0.0,25.4
9bxcpud3GREFOxKY2cbheA,Verso Casual Italian Bistro and Pizzeria,Cleveland,Pizza,44,0.0,84.0,0.8,0.0,25.4
AghcEVxuULED2z8ibLKTww,MoCa,Cleveland,Other,25,0.0,84.0,1.1,0.0,25.4
B7pVrERldmQmrbkSU_wjgg,Hansa Brewery,Cleveland,Other,46,0.0,84.0,0.9,0.0,25.4
CIUI73p0D9TSCUvNznn_Eg,Bruegger's Bagels,Cleveland,Sandwiches,25,0.0,84.0,0.8,0.0,25.4
CVR3kDHXzK1fd0RAqU1Efw,Phoenix Coffee Company,Cleveland Heights,Other,37,0.0,84.0,1.1,0.0,25.4
D6KoYvnmWswZJjdGm0uiqA,Girves Brown Derby,Cleveland,Steakhouses,35,0.0,84.0,0.7,0.0,25.4
dcT4gXG-lY7xlaU_YPaZTw,Cafe 55,Cleveland,Other,11,0.0,84.0,0.9,0.0,25.4
DJr-kNyyTJpobrvjwaQZ4g,Valo,Cleveland,Other,6,0.0,84.0,0.8,0.0,25.4
dOIUk3wm8LU8-FUpCKa1eg,Karl's Inn Of The Barristers,Cleveland,Sandwiches,39,0.0,84.0,1.0,0.0,25.4
dQIO_7U0sUkNXzbDaZ-LHQ,Huron Square Deli,Cleveland,Sandwiches,30,0.0,84.0,0.8,0.0,25.4
dtszGNoYeZnUC2c1o04UZg,1890 at the Arcade,Cleveland,Other,31,0.0,84.0,0.7,0.0,25.4
dWwvaWgnfKQ8dFHTSgi_2A,Stone Oven Bakery Cafe,Cleveland,Other,75,0.0,84.0,1.0,0.0,25.4
E60s6EXdPhet5FKJfA_YVQ,New Heights Grill,Cleveland,Other,37,0.0,84.0,1.1,0.0,25.4
EsjY-B1wh76hK6G6deH1hw,Prime Rib Steakhouse,Cleveland,Steakhouses,16,0.0,84.0,0.8,0.0,25.4
G_CW38j3t6VOZiiYtJQvng,Gyro Guys,Cleveland,Greek,36,0.0,84.0,1.0,0.0,25.4
GhOWffUr9yDBxB5Ceqzc_Q,Tremont Scoops,Cleveland,Other,70,0.0,84.0,1.0,0.0,25.4
GU6GdrXk1j2LjPPjoNHlOg,Menchies,Cleveland,Other,15,0.0,84.0,0.8,0.0,25.4
H9THotfiu-UjFL44rpLjCw,Provenance Caf�,Cleveland,Other,26,0.0,84.0,0.9,0.0,25.4
HYm_XUwKk_s-gCC0kdERDA,Gateway Bar And Grill,Cleveland,Other,22,0.0,84.0,1.2,0.0,25.4
J-c9f_geQDMcNiZSjJDDYw,Mekong River Restaurant,Cleveland,Thai,47,0.0,84.0,0.9,0.0,25.4
JJe0yIYC_M3la1Qbm9i3UQ,Sachsenheim Hall,Cleveland,Mexican,45,0.0,84.0,1.1,0.0,25.4
KIanJQ6ZouQRQeaim8gZHQ,Provenance,Cleveland,Other,34,0.0,84.0,1.2,0.0,25.4
kJtijhRR8fl4QIrj-oxf9g,Golden Lily,Cleveland,Chinese,20,0.0,84.0,0.7,0.0,25.4
l_MAsRrpzf2sXPykr9DyxQ,Capri Pizza,Cleveland,Pizza,48,0.0,84.0,0.9,0.0,25.4
LMam7VLCMJfa1EoUfAv61Q,Shark's Seafood & Deli,Cleveland,Seafood,36,0.0,84.0,0.8,0.0,25.4
LnkkArYSmU9pYRWOO6oPzw,Yours Truly Restaurants,Cleveland,Diners,66,0.0,84.0,0.9,0.0,25.4
Lo_kU1f3Jd1qCQNrUVeo_w,Cr�pes De Luxe,Cleveland,Other,51,0.0,84.0,0.9,0.0,25.4
lp7Ee2udtQ8vzrCsN6sZZA,The Pork Chop Shop,Cleveland,Other,8,0.0,84.0,1.1,0.0,25.4
lxU5_YEsvMsn1k7Ol-i3xQ,Sam Sylk's Chicken And Fish,Cleveland,Seafood,13,0.0,84.0,1.0,0.0,25.4
n_UkzLCAMCIqhUnu-iLQyw,Bricco,Cleveland,Italian,36,0.0,84.0,1.1,0.0,25.4
nkTKlVAdh7DhFJMFvQiAXQ,Paninis Bar & Grill,Cleveland,Pizza,43,0.0,84.0,0.8,0.0,25.4
NVC1MFGTobWxYcuo_z7BGQ,Etna Restaurant & Wine Bar,Cleveland,Seafood,51,0.0,84.0,1.1,0.0,25.4
nzOTw9xu1LfEQxGTykAGdA,Park To Shop,Cleveland,Other,49,0.0,84.0,0.8,0.0,25.4
oB-1Xd915B9dQY2HhqfWsA,Liquid Planet,Cleveland Heights,Other,46,0.0,84.0,1.0,0.0,25.4
P0ytQBoqSbMG9S7Hx-PAdw,Old Fashion Hot Dogs,Cleveland,Burgers,62,0.0,84.0,1.0,0.0,25.4
QG37umIGrDFzkdmBqFLAYQ,Steve's Diner,Cleveland,Diners,22,0.0,84.0,1.0,0.0,25.4
qHiaNXS_F1M8aEa7YfoqCw,Ocho Rios True Island Cuisine,Cleveland,Seafood,16,0.0,84.0,0.8,0.0,25.4
QjZFYd5hme7EHegpuJngMQ,D'Vine Wine Bar,Cleveland,Other,43,0.0,84.0,0.9,0.0,25.4
QkwGJUT1rSRHRdjKFat7aQ,Menu6,Cleveland,Other,9,0.0,84.0,0.8,0.0,25.4
r2BP0Irh63hqYUDSZd0ijQ,Stancato's Italian Restaurant,Cleveland,Italian,74,0.0,84.0,1.1,0.0,25.4
rj5TMsJ3Hq5QUm9RzJYKcQ,Bounce Nightclub Hinge Lounge,Cleveland,Other,10,0.0,84.0,1.0,0.0,25.4
rV6PwAjgpTx5Knr5lYouoQ,Master Pizza,Cleveland,Italian,43,0.0,84.0,0.7,0.0,25.4
taZtZfRU6AG-Q5T0CIS46Q,Nick's Diner,Cleveland,Diners,52,0.0,84.0,0.9,0.0,25.4
TPJO55zWyo2CeeXQvOre8A,Tastebuds,Cleveland,Sandwiches,49,0.0,84.0,1.1,0.0,25.4
v5MjMhbdEn2fSCtvmXdgZQ,Betty's Bomb Ass Burgers,Cleveland,Burgers,14,0.0,84.0,0.8,0.0,25.4
VUOn9pztnaEX49Xfb_9L7A,Osteria Di Valerio & Al,Cleveland,Italian,62,0.0,84.0,1.1,0.0,25.4
xiGM1EfkRqZBBf1tuyr1vQ,Susy's Soup & Deli,Cleveland,Sandwiches,37,0.0,84.0,0.9,0.0,25.4
xMUcmzDm3P4U1urVD2pYdQ,Presto Sandwiches,Cleveland,Sandwiches,31,0.0,84.0,0.7,0.0,25.4
YiW3hYRpLKPhv99FkuZEbg,Nipa Hut Oriental Food Mart,Cleveland,Other,28,0.0,84.0,0.7,0.0,25.4
zB4w1HYzZ9tBwjLNvLNc3Q,Houlihan's,Cleveland,Other,23,0.0,84.0,0.8,0.0,25.4
zqRTnP_JQv94nuoyO7xCQg,Constantinos Market,Cleveland,Other,43,0.0,84.0,0.9,0.0,25.4
ZWq8Fq13JPDAqt7rPjSwcQ,Cork-N-Bottle,Cleveland,Other,33,0.0,84.0,0.8,0.0,25.4
_HW7sgUShin0aGouFMiUdA,Cedar Lee Pub & Grill,Cleveland,Burgers,23,0.0,84.0,0.4,0.0,25.3
-GQzMguGfB4jswo8jAO7CQ,Royal Donut,Cleveland,Other,11,0.0,84.0,0.2,0.0,25.3
0S4mVrhhSfTsKRtBF_W_BQ,Tony's Southside Pizza,Cleveland,Pizza,13,0.0,84.0,0.4,0.0,25.3
1iQFx2CcAWon9JaBOJUZJw,Flyers Bar & Grill,Cleveland,Other,11,0.0,84.0,0.2,0.0,25.3
3-PNVMyFBJEDAGghumsY5Q,Moko Coffee & Tea,Cleveland,Delis,21,0.0,84.0,0.3,0.0,25.3
38Q56Fgl0OF1iLqq_Wwivg,Manna Food Truck,Cleveland,Other,8,0.0,84.0,0.4,0.0,25.3
3IobmJr-mqkF3l0hChAFcQ,Taco Bell,East Cleveland,Fast Food,6,0.0,84.0,0.2,0.0,25.3
4uMAsbmiYC3O6BfsMJJTJQ,Yum Yum's of Cleveland,Cleveland,Other,22,0.0,84.0,0.5,0.0,25.3
5indH5UpallkkTNmXTMn7w,Popeyes Louisiana Kitchen,Cleveland,Fast Food,20,0.0,84.0,0.5,0.0,25.3
7kjQBf9FvS-wUXawx965QQ,P Jay's Pizza,Cleveland,Pizza,11,0.0,84.0,0.3,0.0,25.3
7sz9Rw1dbIEfLy-L9qB3Tw,Chopstick Chinese Restaurant,Cleveland,Chinese,35,0.0,84.0,0.4,0.0,25.3
8U6EmwNaeTnhKbhBgIZPGQ,Twist,Cleveland,Other,14,0.0,84.0,0.3,0.0,25.3
8U8B2E4F7u53fkfpqkCIWw,Taco Bell,Cleveland,Fast Food,7,0.0,84.0,0.3,0.0,25.3
8yZ_nBgRC3CT1RFJC6KhXA,Gene's Place To Dine,Cleveland,Sandwiches,40,0.0,84.0,0.6,0.0,25.3
9H8c6QYpgbQng4XD30wq-g,Wrap It Up Food Truck,Cleveland,Other,8,0.0,84.0,0.6,0.0,25.3
acRce6Ej4BccaLza2ZZ1fw,Cleveland Brew Bus,Cleveland,Other,5,0.0,84.0,0.6,0.0,25.3
agLfHsIkTahE9VRNlSXM1A,Paciugo Gelato,Cleveland,Other,9,0.0,84.0,0.3,0.0,25.3
ajCLNse9PXoZniKna0S69Q,Don Ramon,Cleveland,Mexican,26,0.0,84.0,0.7,0.0,25.3
Ap0dtO-8P_eg9uAepZyj0A,Taco Bell,Cleveland,Mexican,9,0.0,84.0,0.5,0.0,25.3
ATrQfex3fY79YxWw2gsD-g,Great Wall of China,Cleveland,Chinese,10,0.0,84.0,0.2,0.0,25.3
aURWnSm0BrHhp-0DSXFJww,House of Hunan,Cleveland,Chinese,5,0.0,84.0,0.3,0.0,25.3
bprb8-OFeDNndWziTgjsOg,Famous Gyro George,Cleveland,Middle Eastern,17,0.0,84.0,0.6,0.0,25.3
BX-JlaAowcQ5FpPsS4d9rg,Burger King,Cleveland,Burgers,11,0.0,84.0,0.2,0.0,25.3
cdsxkycC_xrXlOdsm5yZUw,Nunzio's Pizzeria,Cleveland,Pizza,20,0.0,84.0,0.4,0.0,25.3
COUJUfrodU-MH4tenlzoXA,Rosie & Rocco's,Cleveland,Italian,15,0.0,84.0,0.6,0.0,25.3
CpGUTcon4cwFxerQUcA22A,Sakkio Japan,Cleveland,Japanese,5,0.0,84.0,0.2,0.0,25.3
CtYWpX_cy1YdZgoKtS0Tqg,Happys Pizza,Cleveland,Pizza,17,0.0,84.0,0.4,0.0,25.3
CuIPocteo1F3LEn1OqUoHg,China Jade,Cleveland,Chinese,29,0.0,84.0,0.7,0.0,25.3
cxq_iu2Zl5jm6qLGfff5eA,Amazing Wok II,Cleveland Heights,Chinese,37,0.0,84.0,0.6,0.0,25.3
d9sv7fexFJiChG9Xl0SP-A,Hot Sauce Williams Barbecue Restaurant,Cleveland,Barbeque,25,0.0,84.0,0.5,0.0,25.3
dN2y_stPXdw1u0io64fc0w,Zig's Pub & Grill.,Cleveland,Other,10,0.0,84.0,0.3,0.0,25.3
DPJMGfVPeSMBjAVKKKxiKw,The Blind Pig,Cleveland,Other,21,0.0,84.0,0.4,0.0,25.3
drecpkFkgxAuvSglTIo9wQ,MotorMouth Food Truck,Cleveland,Other,14,0.0,84.0,0.4,0.0,25.3
DZBAkVf8HU4U4ZQ_yKECBQ,Giovanni's Meats & Deli,Cleveland,Delis,16,0.0,84.0,0.3,0.0,25.3
EoHYfqfIIRhDuI1h5YWagw,David's At Marriot Key Center,Cleveland,Other,12,0.0,84.0,0.3,0.0,25.3
EXIZwIxLoiPDJs-oKzgaKw,Steak 'n Shake,Cleveland,Burgers,35,0.0,84.0,0.6,0.0,25.3
fireL6HjsBqOrj5PMuCZVw,Nana's Kitchen,Cleveland,Italian,10,0.0,84.0,0.4,0.0,25.3
Fy_FojwGrizFhLWoTPxFuQ,Michael's Diner,Cleveland,Diners,31,0.0,84.0,0.5,0.0,25.3
g0APw_zhwwHoLjSlHEsTzw,Applebee's,Cleveland,Fast Food,12,0.0,84.0,0.6,0.0,25.3
G63I6tTMcQDBavorYBWUSg,Champps Restaurant & Bar,Cleveland,Other,28,0.0,84.0,0.6,0.0,25.3
gGlFPw1TFJANUl_FFmSNgA,Wendy's,Cleveland,Burgers,6,0.0,84.0,0.5,0.0,25.3
gJ4wkwiECJdAxSaupp_9kQ,Wok N Roll Food Truck,Cleveland,Other,9,0.0,84.0,0.6,0.0,25.3
GJeequm4jhS8ei1b7-Q33A,Domino's Pizza,Cleveland,Pizza,6,0.0,84.0,0.3,0.0,25.3
gtSW-xt-csn6XFMC-Dwoqw,The Stone Oven Bakery and Cafe,Cleveland,Other,7,0.0,84.0,0.2,0.0,25.3
GYHaejDRFdUgyRm8X_g8rg,Shay's,Cleveland,Other,19,0.0,84.0,0.4,0.0,25.3
h0r1AJiTJUP_W8qxeRBlYA,Starbucks,Cleveland,Other,21,0.0,84.0,0.6,0.0,25.3
hiNArIsFnQXJHwtCglSJFw,Encore Restaurant and Blue Bar,Cleveland,Other,11,0.0,84.0,0.7,0.0,25.3
hkYRgPoWUQXJ8iHXSqvFZA,Pizza Pan,Cleveland,Pizza,5,0.0,84.0,0.3,0.0,25.3
HUTDbniG4URIGfkP8e_cfA,Quaker Steak & Lube,Cleveland,Burgers,20,0.0,84.0,0.6,0.0,25.3
huYgyzdbIwj2JF3U4fGT6w,W XYZ Bar,Cleveland,Other,7,0.0,84.0,0.2,0.0,25.3
iDUPJOcU1VRQv9aK6Egztw,White Castle,Cleveland,Burgers,10,0.0,84.0,0.2,0.0,25.3
iJpmIt-i9-VeChouLcPXbA,Arrabiata's Italian Restaurant,Cleveland,Italian,37,0.0,84.0,0.6,0.0,25.3
IUldL6DNTst_wwDRUNrmMw,Taco Bell,Cleveland,Mexican,5,0.0,84.0,0.2,0.0,25.3
IvkBPG8qtSx56P0Z9xmijg,Grotto Wine Bar,Cleveland,Italian,19,0.0,84.0,0.6,0.0,25.3
IWDA6Tp8aFIaIqJJnZF0oA,Pizza Hut,Cleveland,Italian,10,0.0,84.0,0.5,0.0,25.3
J46HmbrA3LwK-V4R8KIm2g,The Cleveland Cupcake Company,Cleveland,Other,15,0.0,84.0,0.3,0.0,25.3
j6JAY0KpNCVgOmq9G6MZuA,Little Italy's Feast of the Assumption,Cleveland,Italian,10,0.0,84.0,0.5,0.0,25.3
JhxI7oS_jsFnq34dDubugQ,Ferris Steak House,Cleveland,Steakhouses,7,0.0,84.0,0.4,0.0,25.3
jQe-ZROYfR7dTgUhAtjvrQ,Angie's Soul Cafe,Cleveland,Other,30,0.0,84.0,0.6,0.0,25.3
k1VQF6auj3RQT-QjMWtrEw,Artefino Art Gallery & Cafe,Cleveland,Other,17,0.0,84.0,0.3,0.0,25.3
kcCncG6-pomVVc7r27HYWA,Cafe Sausalito,Cleveland,Seafood,20,0.0,84.0,0.5,0.0,25.3
KIc9ByKdM1Vdok-kHb7XWA,Abbey Market Grocery,Cleveland,Other,5,0.0,84.0,0.2,0.0,25.3
KRM-JflDiqIpJUToNQc7pw,Larchmere Tavern,Cleveland,Other,20,0.0,84.0,0.5,0.0,25.3
kS_xANADJil_EGX6gmMa5A,China City,Cleveland,Chinese,6,0.0,84.0,0.4,0.0,25.3
KSP42nTbrx_bNucWs0GrCA,The Lu-Jean Feng Clinic,Cleveland,Other,7,0.0,84.0,0.3,0.0,25.3
KWnLw61n0v4plYLhmD4v7w,Foundation Room,Cleveland,Other,15,0.0,84.0,0.3,0.0,25.3
LaSI4hTI5EZ2DfcSvE0uWw,Stevenson's Bar & Grill,Cleveland,Burgers,13,0.0,84.0,0.7,0.0,25.3
ln-9sGJL8hVjSDwDcwEXWw,UFood Grill,Cleveland,Sandwiches,7,0.0,84.0,0.4,0.0,25.3
lYppFHq_lmKLfUtQBFOheg,Al's Deli,Cleveland,Sandwiches,12,0.0,84.0,0.4,0.0,25.3
n8VWmSVq9-oaDSUOIaxSfQ,Raddell's Sausage Shop,Cleveland,Other,22,0.0,84.0,0.4,0.0,25.3
NDfcum0Zpa2o9czVgRds9w,Steak 'n Shake,Cleveland,Burgers,23,0.0,84.0,0.4,0.0,25.3
nfnr1RP2VjV6K_OkbX6avQ,Fish Shack And Grill,Cleveland,Seafood,13,0.0,84.0,0.5,0.0,25.3
OiCcesI28uoVgdYmO8VjXw,Big Boy Restaurant,Cleveland,Burgers,21,0.0,84.0,0.5,0.0,25.3
olgPGh22pPVRkKw-c1ZOuA,Gus's Diner One Eight Five,Cleveland,Diners,25,0.0,84.0,0.6,0.0,25.3
OPIX1wTOll0aZT08Wr6sDw,China Dragon,Cleveland,Chinese,9,0.0,84.0,0.2,0.0,25.3
ORRq2RMOCBUNjolyJl8-Lw,Juji's Cafe,Cleveland,Delis,27,0.0,84.0,0.4,0.0,25.3
osfBW9AMuOqX3aDsA6Rzmg,Elements Bistro,Cleveland,Other,12,0.0,84.0,0.2,0.0,25.3
p-rJOC4UeC75V71e8mYeww,Truffles Pastry Shop,Cleveland,Other,5,0.0,84.0,0.6,0.0,25.3
P0uECGAlrELjqeOtDHcB-Q,Blue Moose Eatery,Cleveland,Other,9,0.0,84.0,0.6,0.0,25.3
P3LC20iTwxv7CicqgNUXzA,Captain Tony's Pizza & Pasta,Cleveland,Pizza,14,0.0,84.0,0.2,0.0,25.3
Pj0rFqv0EcdNdlpnRvLZBg,Callaloo Caf� and Bar,Cleveland,Vegetarian,13,0.0,84.0,0.5,0.0,25.3
pN3UbQ1n4WVli-kfFDfWug,Fabios Pizza,Cleveland,Pizza,21,0.0,84.0,0.3,0.0,25.3
pP4MRsHfrage-sm4mXYFAQ,Applebee's,Cleveland,Burgers,15,0.0,84.0,0.3,0.0,25.3
PqSwcDrL1wrwal8hlDf8IQ,Sapporo Sushi,Cleveland,Japanese,28,0.0,84.0,0.5,0.0,25.3
PvyJ2gv3baPyqqmLoGLY-A,Dish Deli & Catering,Cleveland,Other,6,0.0,84.0,0.6,0.0,25.3
PXJH9H6fJslcNYHnVTgFCQ,Popeyes Louisiana Kitchen,Cleveland,Fast Food,14,0.0,84.0,0.3,0.0,25.3
Q4iaGE5XM4yguqENY32Ttw,Kabab Station,Cleveland,Middle Eastern,13,0.0,84.0,0.6,0.0,25.3
qbDaSyxDfUZNheucJym2Pg,Golden Dragon,Cleveland,Seafood,29,0.0,84.0,0.6,0.0,25.3
QvKN1zh_BCFai6oDCx3d_g,Spring Garden Chinese,Cleveland,Chinese,7,0.0,84.0,0.2,0.0,25.3
qzjMO-bLXirGU1Q4_8vJEg,Vicinato Pizza,Cleveland,Pizza,24,0.0,84.0,0.5,0.0,25.3
